timestamp,src_mac,dst_mac,in_port,out_port,packet_count,byte_count
1784202808.7857656,1e:de:87:fc:f1:c1,2e:6a:d8:c7:e8:5e,2,3,118,6348
1784202808.831447,2e:6a:d8:c7:e8:5e,1e:de:87:fc:f1:c1,3,2,118,6360
1784202808.8329382,1e:de:87:fc:f1:c1,2e:6a:d8:c7:e8:5e,2,3,119,6402
1784202808.9110477,2e:6a:d8:c7:e8:5e,1e:de:87:fc:f1:c1,3,2,119,6414
1784202808.913411,1e:de:87:fc:f1:c1,2e:6a:d8:c7:e8:5e,2,3,120,6456
1784202808.9553318,2e:6a:d8:c7:e8:5e,1e:de:87:fc:f1:c1,3,2,120,6468
1784202808.9583979,1e:de:87:fc:f1:c1,2e:6a:d8:c7:e8:5e,2,3,121,6510
1784202808.9907572,2e:6a:d8:c7:e8:5e,1e:de:87:fc:f1:c1,3,2,121,6522
1784202808.9921327,1e:de:87:fc:f1:c1,2e:6a:d8:c7:e8:5e,2,3,122,6564
1784202809.034538,2e:6a:d8:c7:e8:5e,1e:de:87:fc:f1:c1,3,2,122,6576
1784202809.0371847,1e:de:87:fc:f1:c1,2e:6a:d8:c7:e8:5e,2,3,123,6618
1784202809.0783906,2e:6a:d8:c7:e8:5e,1e:de:87:fc:f1:c1,3,2,123,6630
1784202809.0804224,1e:de:87:fc:f1:c1,2e:6a:d8:c7:e8:5e,2,3,124,6672
1784202809.1223142,2e:6a:d8:c7:e8:5e,1e:de:87:fc:f1:c1,3,2,124,6684
1784202809.1241288,1e:de:87:fc:f1:c1,2e:6a:d8:c7:e8:5e,2,3,125,6726
1784202809.1829486,2e:6a:d8:c7:e8:5e,1e:de:87:fc:f1:c1,3,2,125,6738
1784202809.185045,1e:de:87:fc:f1:c1,2e:6a:d8:c7:e8:5e,2,3,126,6780
1784202809.2493553,2e:6a:d8:c7:e8:5e,1e:de:87:fc:f1:c1,3,2,126,6792
1784202809.2502205,1e:de:87:fc:f1:c1,2e:6a:d8:c7:e8:5e,2,3,127,6834
1784202809.306397,2e:6a:d8:c7:e8:5e,1e:de:87:fc:f1:c1,3,2,127,6846
1784202809.3082814,1e:de:87:fc:f1:c1,2e:6a:d8:c7:e8:5e,2,3,128,6888
1784202809.349859,2e:6a:d8:c7:e8:5e,1e:de:87:fc:f1:c1,3,2,128,6900
