timestamp,src_mac,dst_mac,in_port,out_port,packet_count,byte_count
1783797691.5437832,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,36,1932
1783797691.5816083,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,36,1944
1783797691.584271,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,37,1986
1783797691.6461253,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,37,1998
1783797691.6484609,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,38,2040
1783797691.7143161,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,38,2052
1783797691.7176754,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,39,2094
1783797691.7740912,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,39,2106
1783797691.776781,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,40,2148
1783797691.8337955,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,40,2160
1783797691.8359199,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,41,2202
1783797691.8980632,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,41,2214
1783797691.9005394,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,42,2256
1783797691.957576,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,42,2268
1783797691.9602537,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,43,2310
1783797692.0148005,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,43,2322
1783797692.0165262,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,44,2364
1783797692.0613396,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,44,2376
1783797692.0636137,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,45,2418
1783797692.1061203,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,45,2430
1783797692.1092587,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,46,2472
1783797692.1725228,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,46,2484
1783797692.1736653,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,47,2526
1783797692.22722,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,47,2538
1783797692.2299638,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,48,2580
1783797692.2750661,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,48,2592
1783797692.27752,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,49,2634
1783797692.3355558,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,49,2646
1783797692.3389306,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,50,2688
1783797692.3829913,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,50,2700
1783797692.385417,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,51,2742
1783797692.4384155,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,51,2754
1783797692.4414191,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,52,2796
1783797692.4954543,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,52,2808
1783797692.4978235,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,53,2850
1783797692.5515394,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,53,2862
1783797692.5548174,b6:0f:ae:f2:ea:20,c2:b6:e7:bf:39:85,2,3,54,2904
1783797692.6134238,c2:b6:e7:bf:39:85,b6:0f:ae:f2:ea:20,3,2,54,2916
